description,alertlevel,alertscore,episodealertscore,country,fromdate,todate,severity (ha),iso3,GDACS ID,People affected,Duration (days),longitude,latitude
Green Forest fires in Australia from: 25 Apr 2025 to: 03 May 2025.,Green,1,0.5,Australia,25/04/2025,3/05/2025,5794,AUS,WF 1023722,0,8,129.9667619,-14.90631478
Green Forest fires in Australia from: 30 Apr 2025 to: 03 May 2025.,Green,1,0.5,Australia,30/04/2025,3/05/2025,6085,AUS,WF 1023724,0,3,130.990796,-14.5369988
Green Forest fires in Australia from: 28 Apr 2025 to: 02 May 2025.,Green,1,0.5,Australia,28/04/2025,2/05/2025,5988,AUS,WF 1023717,0,4,116.4819909,-32.17037465
Green Forest fires in Australia from: 28 Apr 2025 to: 01 May 2025.,Green,1,0.5,Australia,28/04/2025,1/05/2025,5140,AUS,WF 1023719,0,3,126.4981088,-15.79949973
Green Forest fires in Australia from: 28 Apr 2025 to: 30 Apr 2025.,Green,1,0.5,Australia,28/04/2025,30/04/2025,12274,AUS,WF 1023712,0,2,127.8613107,-17.09657929
Green Forest fires in Australia from: 20 Apr 2025 to: 29 Apr 2025.,Green,1,0.5,Australia,20/04/2025,29/04/2025,6159,AUS,WF 1023713,0,9,130.4002269,-18.45870174
Green Forest fires in Australia from: 27 May 2025 to: 03 Jun 2025.,Green,1,0.5,Australia,27/05/2025,3/06/2025,5422,AUS,WF 1024020,0,7,137.6676969,-17.62571194
Green Forest fires in Australia from: 27 Jun 2025 to: 07 Jul 2025.,Green,1,0.5,Australia,27/06/2025,7/07/2025,5543,AUS,WF 1024164,0,10,133.8144744,-12.93680128
Green Forest fires in Australia from: 27 Jun 2025 to: 07 Jul 2025.,Green,1,0.5,Australia,27/06/2025,7/07/2025,6521,AUS,WF 1024159,0,10,131.1055061,-11.41461308
Green Forest fires in Australia from: 29 Jun 2025 to: 06 Jul 2025.,Green,1,0.5,Australia,29/06/2025,6/07/2025,16497,AUS,WF 1024160,0,7,130.8866831,-18.48459951
Green Forest fires in Australia from: 30 Jun 2025 to: 06 Jul 2025.,Green,1,0.5,Australia,30/06/2025,6/07/2025,7549,AUS,WF 1024152,0,6,133.6835534,-11.95183274
Green Forest fires in Australia from: 28 Jun 2025 to: 05 Jul 2025.,Green,1,0.5,Australia,28/06/2025,5/07/2025,6931,AUS,WF 1024155,0,7,132.6848126,-12.52172107
Green Forest fires in Australia from: 25 Jun 2025 to: 05 Jul 2025.,Green,1,0.5,Australia,25/06/2025,5/07/2025,5019,AUS,WF 1024182,0,10,129.5280245,-14.34186452
Green Forest fires in Australia from: 25 Jun 2025 to: 05 Jul 2025.,Green,1,0.5,Australia,25/06/2025,5/07/2025,6105,AUS,WF 1024170,0,10,130.2568889,-15.16360248
Green Forest fires in Australia from: 28 Jun 2025 to: 04 Jul 2025.,Green,1,0.5,Australia,28/06/2025,4/07/2025,6870,AUS,WF 1024161,0,6,125.7728179,-15.57074967
Green Forest fires in Australia from: 27 Jun 2025 to: 04 Jul 2025.,Green,1,0.5,Australia,27/06/2025,4/07/2025,6549,AUS,WF 1024162,0,7,135.8463184,-15.80746732
Green Forest fires in Australia from: 25 Jun 2025 to: 04 Jul 2025.,Green,1,0.5,Australia,25/06/2025,4/07/2025,6058,AUS,WF 1024151,0,9,135.5043734,-15.34730018
Green Forest fires in Australia from: 24 Jun 2025 to: 04 Jul 2025.,Green,1,0.5,Australia,24/06/2025,4/07/2025,13795,AUS,WF 1024121,0,10,132.0174109,-15.78100138
Green Forest fires in Australia from: 25 Jun 2025 to: 03 Jul 2025.,Green,1,0.5,Australia,25/06/2025,3/07/2025,6657,AUS,WF 1024148,0,8,135.5001915,-15.58098774
Green Forest fires in Australia from: 27 Jun 2025 to: 03 Jul 2025.,Green,1,0.5,Australia,27/06/2025,3/07/2025,7012,AUS,WF 1024158,1,6,130.8567665,-12.88849931
Green Forest fires in Australia from: 25 Jun 2025 to: 03 Jul 2025.,Green,1,0.5,Australia,25/06/2025,3/07/2025,5054,AUS,WF 1024171,0,8,125.6697029,-15.15032269
Green Forest fires in Australia from: 30 Jun 2025 to: 03 Jul 2025.,Green,1,0.5,Australia,30/06/2025,3/07/2025,6043,AUS,WF 1024169,0,3,124.6667808,-16.73629559
Green Forest fires in Australia from: 29 Jun 2025 to: 02 Jul 2025.,Green,1,0.5,Australia,29/06/2025,2/07/2025,7228,AUS,WF 1024150,0,3,124.0837628,-17.98366678
Green Forest fires in Australia from: 22 Jun 2025 to: 02 Jul 2025.,Green,1,0.5,Australia,22/06/2025,2/07/2025,6372,AUS,WF 1024146,0,10,125.9911656,-14.82630349
Green Forest fires in Australia from: 27 Jun 2025 to: 01 Jul 2025.,Green,1,0.5,Australia,27/06/2025,1/07/2025,6972,AUS,WF 1024144,0,4,131.5303956,-12.60838497
Green Forest fires in Australia from: 27 Jun 2025 to: 01 Jul 2025.,Green,1,0.5,Australia,27/06/2025,1/07/2025,5025,AUS,WF 1024157,0,4,132.6127463,-13.40237083
Green Forest fires in Australia from: 30 Jun 2025 to: 01 Jul 2025.,Green,1,0.5,Australia,30/06/2025,1/07/2025,5780,AUS,WF 1024153,0,1,130.8463747,-18.48061435
Green Forest fires in Australia from: 24 Jun 2025 to: 01 Jul 2025.,Green,1,0.5,Australia,24/06/2025,1/07/2025,11431,AUS,WF 1024133,0,7,132.0239351,-15.56310179
Green Forest fires in Australia from: 23 Jun 2025 to: 01 Jul 2025.,Green,1,0.5,Australia,23/06/2025,1/07/2025,5294,AUS,WF 1024142,0,8,137.6655336,-16.72264648
Green Forest fires in Australia from: 27 Jun 2025 to: 30 Jun 2025.,Green,1,0.5,Australia,27/06/2025,30/06/2025,5962,AUS,WF 1024141,0,3,132.2285254,-13.27117511
Green Forest fires in Australia from: 24 Jun 2025 to: 30 Jun 2025.,Green,1,0.5,Australia,24/06/2025,30/06/2025,7596,AUS,WF 1024138,2,6,130.8968486,-13.58879602
Green Forest fires in Australia from: 20 Jun 2025 to: 30 Jun 2025.,Green,1,0.5,Australia,20/06/2025,30/06/2025,11777,AUS,WF 1024134,0,10,132.679118,-13.31132812
Green Forest fires in Australia from: 24 Jun 2025 to: 30 Jun 2025.,Green,1,0.5,Australia,24/06/2025,30/06/2025,5551,AUS,WF 1024145,0,6,132.8340562,-12.94827611
Green Forest fires in Australia from: 31 Jul 2025 to: 10 Aug 2025.,Green,1,0.5,Australia,31/07/2025,10/08/2025,8647,AUS,WF 1024475,0,10,127.5162234,-17.03164259
Green Forest fires in Australia from: 31 Jul 2025 to: 09 Aug 2025.,Green,1,0.5,Australia,31/07/2025,9/08/2025,11573,AUS,WF 1024483,0,9,135.7624129,-16.14240268
Green Forest fires in Australia from: 30 Jul 2025 to: 08 Aug 2025.,Green,1,0.5,Australia,30/07/2025,8/08/2025,16140,AUS,WF 1024417,0,9,131.3728713,-18.02213408
Green Forest fires in Australia from: 30 Jul 2025 to: 07 Aug 2025.,Green,1,0.5,Australia,30/07/2025,7/08/2025,5658,AUS,WF 1024469,0,8,131.8137665,-12.4620415
Green Forest fires in Australia from: 30 Jul 2025 to: 07 Aug 2025.,Green,1,0.5,Australia,30/07/2025,7/08/2025,9052,AUS,WF 1024429,1,8,127.6115754,-14.46907214
Green Forest fires in Australia from: 30 Jul 2025 to: 05 Aug 2025.,Green,1,0.5,Australia,30/07/2025,5/08/2025,5092,AUS,WF 1024467,0,6,126.9905539,-17.49789651
Green Forest fires in Australia from: 27 Jul 2025 to: 05 Aug 2025.,Green,1,0.5,Australia,27/07/2025,5/08/2025,13135,AUS,WF 1024371,0,9,128.3966681,-16.62673873
Green Forest fires in Australia from: 28 Jul 2025 to: 05 Aug 2025.,Green,1,0.5,Australia,28/07/2025,5/08/2025,10790,AUS,WF 1024361,0,8,131.7014878,-18.34281958
Green Forest fires in Australia from: 25 Jul 2025 to: 04 Aug 2025.,Green,1,0.5,Australia,25/07/2025,4/08/2025,36569,AUS,WF 1024335,101,10,129.5518281,-16.42358708
Green Forest fires in Australia from: 30 Jul 2025 to: 04 Aug 2025.,Green,1,0.5,Australia,30/07/2025,4/08/2025,10102,AUS,WF 1024372,0,5,120.2518723,-23.15787976
Green Forest fires in Australia from: 31 Jul 2025 to: 04 Aug 2025.,Green,1,0.5,Australia,31/07/2025,4/08/2025,5292,AUS,WF 1024445,0,4,130.9788983,-13.45948771
